This file shows errors that happen in  <HumanDetectionSSD.HumanDetection object at 0x7fbd877a1640> Class
*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 222, 'Point_a_Y': 30, 'Point_b_X': 736, 'Point_b_Y': 533, 'Confidence': 0.99912065, 'Label': 'Person 1: 99.91%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 222, 'Point_a_Y': 30, 'Point_b_X': 736, 'Point_b_Y': 533, 'Confidence': 0.99912065, 'Label': 'Person 1: 99.91%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 21, 'Point_b_X': 671, 'Point_b_Y': 533, 'Confidence': 0.99807286, 'Label': 'Person 1: 99.81%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 21, 'Point_b_X': 671, 'Point_b_Y': 533, 'Confidence': 0.99807286, 'Label': 'Person 1: 99.81%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 20, 'Point_b_X': 670, 'Point_b_Y': 533, 'Confidence': 0.99861085, 'Label': 'Person 1: 99.86%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 20, 'Point_b_X': 670, 'Point_b_Y': 533, 'Confidence': 0.99861085, 'Label': 'Person 1: 99.86%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 20, 'Point_b_X': 670, 'Point_b_Y': 533, 'Confidence': 0.9988078, 'Label': 'Person 1: 99.88%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 20, 'Point_b_X': 670, 'Point_b_Y': 533, 'Confidence': 0.9988078, 'Label': 'Person 1: 99.88%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 19, 'Point_b_X': 670, 'Point_b_Y': 532, 'Confidence': 0.9989581, 'Label': 'Person 1: 99.90%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 19, 'Point_b_X': 670, 'Point_b_Y': 532, 'Confidence': 0.9989581, 'Label': 'Person 1: 99.90%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 20, 'Point_b_X': 669, 'Point_b_Y': 533, 'Confidence': 0.9990821, 'Label': 'Person 1: 99.91%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 20, 'Point_b_X': 669, 'Point_b_Y': 533, 'Confidence': 0.9990821, 'Label': 'Person 1: 99.91%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 669, 'Point_b_Y': 532, 'Confidence': 0.99880314, 'Label': 'Person 1: 99.88%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 669, 'Point_b_Y': 532, 'Confidence': 0.99880314, 'Label': 'Person 1: 99.88%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 19, 'Point_b_X': 667, 'Point_b_Y': 532, 'Confidence': 0.9991007, 'Label': 'Person 1: 99.91%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 19, 'Point_b_X': 667, 'Point_b_Y': 532, 'Confidence': 0.9991007, 'Label': 'Person 1: 99.91%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 21, 'Point_b_X': 669, 'Point_b_Y': 532, 'Confidence': 0.9988009, 'Label': 'Person 1: 99.88%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 21, 'Point_b_X': 669, 'Point_b_Y': 532, 'Confidence': 0.9988009, 'Label': 'Person 1: 99.88%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 22, 'Point_b_X': 673, 'Point_b_Y': 532, 'Confidence': 0.9984586, 'Label': 'Person 1: 99.85%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 22, 'Point_b_X': 673, 'Point_b_Y': 532, 'Confidence': 0.9984586, 'Label': 'Person 1: 99.85%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 672, 'Point_b_Y': 532, 'Confidence': 0.99847883, 'Label': 'Person 1: 99.85%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 672, 'Point_b_Y': 532, 'Confidence': 0.99847883, 'Label': 'Person 1: 99.85%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 24, 'Point_b_X': 674, 'Point_b_Y': 531, 'Confidence': 0.99760604, 'Label': 'Person 1: 99.76%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 24, 'Point_b_X': 674, 'Point_b_Y': 531, 'Confidence': 0.99760604, 'Label': 'Person 1: 99.76%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 26, 'Point_b_X': 673, 'Point_b_Y': 531, 'Confidence': 0.99733317, 'Label': 'Person 1: 99.73%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 26, 'Point_b_X': 673, 'Point_b_Y': 531, 'Confidence': 0.99733317, 'Label': 'Person 1: 99.73%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 25, 'Point_b_X': 673, 'Point_b_Y': 531, 'Confidence': 0.9966008, 'Label': 'Person 1: 99.66%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 25, 'Point_b_X': 673, 'Point_b_Y': 531, 'Confidence': 0.9966008, 'Label': 'Person 1: 99.66%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 28, 'Point_b_X': 675, 'Point_b_Y': 534, 'Confidence': 0.9957963, 'Label': 'Person 1: 99.58%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 28, 'Point_b_X': 675, 'Point_b_Y': 534, 'Confidence': 0.9957963, 'Label': 'Person 1: 99.58%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 314, 'Point_a_Y': 28, 'Point_b_X': 676, 'Point_b_Y': 533, 'Confidence': 0.9952501, 'Label': 'Person 1: 99.53%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 314, 'Point_a_Y': 28, 'Point_b_X': 676, 'Point_b_Y': 533, 'Confidence': 0.9952501, 'Label': 'Person 1: 99.53%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 314, 'Point_a_Y': 28, 'Point_b_X': 676, 'Point_b_Y': 534, 'Confidence': 0.9961234, 'Label': 'Person 1: 99.61%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 314, 'Point_a_Y': 28, 'Point_b_X': 676, 'Point_b_Y': 534, 'Confidence': 0.9961234, 'Label': 'Person 1: 99.61%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 315, 'Point_a_Y': 28, 'Point_b_X': 676, 'Point_b_Y': 534, 'Confidence': 0.9953139, 'Label': 'Person 1: 99.53%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 315, 'Point_a_Y': 28, 'Point_b_X': 676, 'Point_b_Y': 534, 'Confidence': 0.9953139, 'Label': 'Person 1: 99.53%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 314, 'Point_a_Y': 28, 'Point_b_X': 675, 'Point_b_Y': 534, 'Confidence': 0.99623114, 'Label': 'Person 1: 99.62%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 314, 'Point_a_Y': 28, 'Point_b_X': 675, 'Point_b_Y': 534, 'Confidence': 0.99623114, 'Label': 'Person 1: 99.62%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 308, 'Point_a_Y': 25, 'Point_b_X': 674, 'Point_b_Y': 532, 'Confidence': 0.9962379, 'Label': 'Person 1: 99.62%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 308, 'Point_a_Y': 25, 'Point_b_X': 674, 'Point_b_Y': 532, 'Confidence': 0.9962379, 'Label': 'Person 1: 99.62%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 24, 'Point_b_X': 673, 'Point_b_Y': 533, 'Confidence': 0.997165, 'Label': 'Person 1: 99.72%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 24, 'Point_b_X': 673, 'Point_b_Y': 533, 'Confidence': 0.997165, 'Label': 'Person 1: 99.72%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 24, 'Point_b_X': 673, 'Point_b_Y': 533, 'Confidence': 0.9973436, 'Label': 'Person 1: 99.73%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 24, 'Point_b_X': 673, 'Point_b_Y': 533, 'Confidence': 0.9973436, 'Label': 'Person 1: 99.73%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 23, 'Point_b_X': 672, 'Point_b_Y': 533, 'Confidence': 0.9980088, 'Label': 'Person 1: 99.80%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 23, 'Point_b_X': 672, 'Point_b_Y': 533, 'Confidence': 0.9980088, 'Label': 'Person 1: 99.80%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 24, 'Point_b_X': 673, 'Point_b_Y': 532, 'Confidence': 0.9969881, 'Label': 'Person 1: 99.70%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 24, 'Point_b_X': 673, 'Point_b_Y': 532, 'Confidence': 0.9969881, 'Label': 'Person 1: 99.70%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 672, 'Point_b_Y': 532, 'Confidence': 0.99689555, 'Label': 'Person 1: 99.69%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 672, 'Point_b_Y': 532, 'Confidence': 0.99689555, 'Label': 'Person 1: 99.69%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 673, 'Point_b_Y': 533, 'Confidence': 0.99719846, 'Label': 'Person 1: 99.72%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 673, 'Point_b_Y': 533, 'Confidence': 0.99719846, 'Label': 'Person 1: 99.72%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 673, 'Point_b_Y': 532, 'Confidence': 0.99720144, 'Label': 'Person 1: 99.72%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 673, 'Point_b_Y': 532, 'Confidence': 0.99720144, 'Label': 'Person 1: 99.72%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 24, 'Point_b_X': 673, 'Point_b_Y': 532, 'Confidence': 0.997687, 'Label': 'Person 1: 99.77%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 24, 'Point_b_X': 673, 'Point_b_Y': 532, 'Confidence': 0.997687, 'Label': 'Person 1: 99.77%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 22, 'Point_b_X': 672, 'Point_b_Y': 533, 'Confidence': 0.9979709, 'Label': 'Person 1: 99.80%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 22, 'Point_b_X': 672, 'Point_b_Y': 533, 'Confidence': 0.9979709, 'Label': 'Person 1: 99.80%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 22, 'Point_b_X': 670, 'Point_b_Y': 533, 'Confidence': 0.9983498, 'Label': 'Person 1: 99.83%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 22, 'Point_b_X': 670, 'Point_b_Y': 533, 'Confidence': 0.9983498, 'Label': 'Person 1: 99.83%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 23, 'Point_b_X': 672, 'Point_b_Y': 533, 'Confidence': 0.9980439, 'Label': 'Person 1: 99.80%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 307, 'Point_a_Y': 23, 'Point_b_X': 672, 'Point_b_Y': 533, 'Confidence': 0.9980439, 'Label': 'Person 1: 99.80%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 673, 'Point_b_Y': 533, 'Confidence': 0.9977763, 'Label': 'Person 1: 99.78%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 23, 'Point_b_X': 673, 'Point_b_Y': 533, 'Confidence': 0.9977763, 'Label': 'Person 1: 99.78%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 24, 'Point_b_X': 674, 'Point_b_Y': 533, 'Confidence': 0.9972602, 'Label': 'Person 1: 99.73%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 306, 'Point_a_Y': 24, 'Point_b_X': 674, 'Point_b_Y': 533, 'Confidence': 0.9972602, 'Label': 'Person 1: 99.73%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 24, 'Point_b_X': 674, 'Point_b_Y': 533, 'Confidence': 0.99759007, 'Label': 'Person 1: 99.76%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 24, 'Point_b_X': 674, 'Point_b_Y': 533, 'Confidence': 0.99759007, 'Label': 'Person 1: 99.76%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 24, 'Point_b_X': 674, 'Point_b_Y': 534, 'Confidence': 0.9970498, 'Label': 'Person 1: 99.70%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 24, 'Point_b_X': 674, 'Point_b_Y': 534, 'Confidence': 0.9970498, 'Label': 'Person 1: 99.70%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 310, 'Point_a_Y': 27, 'Point_b_X': 675, 'Point_b_Y': 536, 'Confidence': 0.9969338, 'Label': 'Person 1: 99.69%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 310, 'Point_a_Y': 27, 'Point_b_X': 675, 'Point_b_Y': 536, 'Confidence': 0.9969338, 'Label': 'Person 1: 99.69%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 310, 'Point_a_Y': 26, 'Point_b_X': 675, 'Point_b_Y': 536, 'Confidence': 0.99713933, 'Label': 'Person 1: 99.71%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 310, 'Point_a_Y': 26, 'Point_b_X': 675, 'Point_b_Y': 536, 'Confidence': 0.99713933, 'Label': 'Person 1: 99.71%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 312, 'Point_a_Y': 27, 'Point_b_X': 673, 'Point_b_Y': 537, 'Confidence': 0.99783856, 'Label': 'Person 1: 99.78%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 312, 'Point_a_Y': 27, 'Point_b_X': 673, 'Point_b_Y': 537, 'Confidence': 0.99783856, 'Label': 'Person 1: 99.78%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 26, 'Point_b_X': 675, 'Point_b_Y': 539, 'Confidence': 0.9973954, 'Label': 'Person 1: 99.74%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 26, 'Point_b_X': 675, 'Point_b_Y': 539, 'Confidence': 0.9973954, 'Label': 'Person 1: 99.74%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 310, 'Point_a_Y': 28, 'Point_b_X': 674, 'Point_b_Y': 538, 'Confidence': 0.9969812, 'Label': 'Person 1: 99.70%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 310, 'Point_a_Y': 28, 'Point_b_X': 674, 'Point_b_Y': 538, 'Confidence': 0.9969812, 'Label': 'Person 1: 99.70%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 312, 'Point_a_Y': 27, 'Point_b_X': 675, 'Point_b_Y': 538, 'Confidence': 0.9968406, 'Label': 'Person 1: 99.68%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 312, 'Point_a_Y': 27, 'Point_b_X': 675, 'Point_b_Y': 538, 'Confidence': 0.9968406, 'Label': 'Person 1: 99.68%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 311, 'Point_a_Y': 30, 'Point_b_X': 677, 'Point_b_Y': 537, 'Confidence': 0.99638844, 'Label': 'Person 1: 99.64%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 311, 'Point_a_Y': 30, 'Point_b_X': 677, 'Point_b_Y': 537, 'Confidence': 0.99638844, 'Label': 'Person 1: 99.64%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 33, 'Point_b_X': 678, 'Point_b_Y': 537, 'Confidence': 0.99672925, 'Label': 'Person 1: 99.67%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 33, 'Point_b_X': 678, 'Point_b_Y': 537, 'Confidence': 0.99672925, 'Label': 'Person 1: 99.67%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 314, 'Point_a_Y': 31, 'Point_b_X': 677, 'Point_b_Y': 536, 'Confidence': 0.99616003, 'Label': 'Person 1: 99.62%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 314, 'Point_a_Y': 31, 'Point_b_X': 677, 'Point_b_Y': 536, 'Confidence': 0.99616003, 'Label': 'Person 1: 99.62%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 30, 'Point_b_X': 676, 'Point_b_Y': 536, 'Confidence': 0.99655306, 'Label': 'Person 1: 99.66%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 313, 'Point_a_Y': 30, 'Point_b_X': 676, 'Point_b_Y': 536, 'Confidence': 0.99655306, 'Label': 'Person 1: 99.66%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 311, 'Point_a_Y': 28, 'Point_b_X': 673, 'Point_b_Y': 536, 'Confidence': 0.9967193, 'Label': 'Person 1: 99.67%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 311, 'Point_a_Y': 28, 'Point_b_X': 673, 'Point_b_Y': 536, 'Confidence': 0.9967193, 'Label': 'Person 1: 99.67%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 311, 'Point_a_Y': 26, 'Point_b_X': 673, 'Point_b_Y': 535, 'Confidence': 0.997358, 'Label': 'Person 1: 99.74%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 311, 'Point_a_Y': 26, 'Point_b_X': 673, 'Point_b_Y': 535, 'Confidence': 0.997358, 'Label': 'Person 1: 99.74%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 311, 'Point_a_Y': 24, 'Point_b_X': 670, 'Point_b_Y': 535, 'Confidence': 0.99751425, 'Label': 'Person 1: 99.75%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 311, 'Point_a_Y': 24, 'Point_b_X': 670, 'Point_b_Y': 535, 'Confidence': 0.99751425, 'Label': 'Person 1: 99.75%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 18, 'Point_b_X': 673, 'Point_b_Y': 528, 'Confidence': 0.99848527, 'Label': 'Person 1: 99.85%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 305, 'Point_a_Y': 18, 'Point_b_X': 673, 'Point_b_Y': 528, 'Confidence': 0.99848527, 'Label': 'Person 1: 99.85%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 18, 'Point_b_X': 674, 'Point_b_Y': 530, 'Confidence': 0.9979755, 'Label': 'Person 1: 99.80%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 18, 'Point_b_X': 674, 'Point_b_Y': 530, 'Confidence': 0.9979755, 'Label': 'Person 1: 99.80%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 299, 'Point_a_Y': 19, 'Point_b_X': 670, 'Point_b_Y': 527, 'Confidence': 0.99812645, 'Label': 'Person 1: 99.81%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 299, 'Point_a_Y': 19, 'Point_b_X': 670, 'Point_b_Y': 527, 'Confidence': 0.99812645, 'Label': 'Person 1: 99.81%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 299, 'Point_a_Y': 19, 'Point_b_X': 670, 'Point_b_Y': 528, 'Confidence': 0.99855465, 'Label': 'Person 1: 99.86%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 299, 'Point_a_Y': 19, 'Point_b_X': 670, 'Point_b_Y': 528, 'Confidence': 0.99855465, 'Label': 'Person 1: 99.86%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 300, 'Point_a_Y': 20, 'Point_b_X': 668, 'Point_b_Y': 530, 'Confidence': 0.99890006, 'Label': 'Person 1: 99.89%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 300, 'Point_a_Y': 20, 'Point_b_X': 668, 'Point_b_Y': 530, 'Confidence': 0.99890006, 'Label': 'Person 1: 99.89%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 300, 'Point_a_Y': 20, 'Point_b_X': 669, 'Point_b_Y': 530, 'Confidence': 0.9990426, 'Label': 'Person 1: 99.90%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 300, 'Point_a_Y': 20, 'Point_b_X': 669, 'Point_b_Y': 530, 'Confidence': 0.9990426, 'Label': 'Person 1: 99.90%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 667, 'Point_b_Y': 530, 'Confidence': 0.99885786, 'Label': 'Person 1: 99.89%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 667, 'Point_b_Y': 530, 'Confidence': 0.99885786, 'Label': 'Person 1: 99.89%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 667, 'Point_b_Y': 530, 'Confidence': 0.999231, 'Label': 'Person 1: 99.92%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 667, 'Point_b_Y': 530, 'Confidence': 0.999231, 'Label': 'Person 1: 99.92%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 669, 'Point_b_Y': 528, 'Confidence': 0.99909425, 'Label': 'Person 1: 99.91%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 669, 'Point_b_Y': 528, 'Confidence': 0.99909425, 'Label': 'Person 1: 99.91%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 22, 'Point_b_X': 671, 'Point_b_Y': 525, 'Confidence': 0.99928313, 'Label': 'Person 1: 99.93%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 22, 'Point_b_X': 671, 'Point_b_Y': 525, 'Confidence': 0.99928313, 'Label': 'Person 1: 99.93%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 672, 'Point_b_Y': 524, 'Confidence': 0.999171, 'Label': 'Person 1: 99.92%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 21, 'Point_b_X': 672, 'Point_b_Y': 524, 'Confidence': 0.999171, 'Label': 'Person 1: 99.92%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 20, 'Point_b_X': 671, 'Point_b_Y': 525, 'Confidence': 0.99896884, 'Label': 'Person 1: 99.90%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 20, 'Point_b_X': 671, 'Point_b_Y': 525, 'Confidence': 0.99896884, 'Label': 'Person 1: 99.90%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 21, 'Point_b_X': 671, 'Point_b_Y': 522, 'Confidence': 0.99895465, 'Label': 'Person 1: 99.90%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 304, 'Point_a_Y': 21, 'Point_b_X': 671, 'Point_b_Y': 522, 'Confidence': 0.99895465, 'Label': 'Person 1: 99.90%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 19, 'Point_b_X': 671, 'Point_b_Y': 525, 'Confidence': 0.9989826, 'Label': 'Person 1: 99.90%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 19, 'Point_b_X': 671, 'Point_b_Y': 525, 'Confidence': 0.9989826, 'Label': 'Person 1: 99.90%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 19, 'Point_b_X': 674, 'Point_b_Y': 528, 'Confidence': 0.9984131, 'Label': 'Person 1: 99.84%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 302, 'Point_a_Y': 19, 'Point_b_X': 674, 'Point_b_Y': 528, 'Confidence': 0.9984131, 'Label': 'Person 1: 99.84%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 300, 'Point_a_Y': 16, 'Point_b_X': 665, 'Point_b_Y': 534, 'Confidence': 0.9987625, 'Label': 'Person 1: 99.88%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 300, 'Point_a_Y': 16, 'Point_b_X': 665, 'Point_b_Y': 534, 'Confidence': 0.9987625, 'Label': 'Person 1: 99.88%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 301, 'Point_a_Y': 17, 'Point_b_X': 663, 'Point_b_Y': 533, 'Confidence': 0.99842155, 'Label': 'Person 1: 99.84%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 301, 'Point_a_Y': 17, 'Point_b_X': 663, 'Point_b_Y': 533, 'Confidence': 0.99842155, 'Label': 'Person 1: 99.84%'}} ,*********** i is: 0
dictionary is: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 19, 'Point_b_X': 672, 'Point_b_Y': 525, 'Confidence': 0.9985083, 'Label': 'Person 1: 99.85%'} ,Final dictionary is: {1: {'i': 0, 'Point_a_X': 303, 'Point_a_Y': 19, 'Point_b_X': 672, 'Point_b_Y': 525, 'Confidence': 0.9985083, 'Label': 'Person 1: 99.85%'}} ,*********** i is: 0
